Region,CharterApplicationId,Year,CouncilNumber,SequenceNumber,Timestamp,DateSubmitted,PmpOverallPoints,PmpOverallLevel,Item8CapitalContributionsCash,Item8CapitalContributionsMaterial,Item8EndowmentContributions,Item8FosContributions,LevelOrdealYouthFinal,LevelOrdealYoungAdultFinal,LevelOrdealAdultFinal,LevelBrotherhoodYouthFinal,LevelBrotherhoodYoungAdultFinal,LevelBrotherhoodAdultFinal,LevelVigilYouthFinal,LevelVigilYoungAdultFinal,LevelVigilAdultFinal,InductedOrdealYouthFinal,InductedOrdealAdultFinal,InductedBrotherhoodYouthFinal,InductedBrotherhoodAdultFinal,InductedVigilYouthFinal,InductedVigilAdultFinal,ElectedCurrentYouthFinal,ElectedCurrentAdultFinal,ElectedPreviousYouthFinal,ElectedPreviousAdultFinal,UnitCountFinal,Item1ElectionsConducted,Item1ElectionsNoEligibleScouts,Item1VisitsConducted,Item3ActivatedYouth,Item9ServiceHours,Section,CouncilName
G      ,3013,2020,13,1,1/13/2021  ,1/12/2021     ,8,None            ,0.00                          ,"4,000.00                        ","3,000.00                  ",0.00                  ,15.0,2.0,5.0,7.0,1.0,5.0,0.0,0.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,5.0,0.0,364.0,4,Abooikpaagun                                 
G      ,2743,2019,13,1,1/20/2020  ,1/17/2020     ,10,None            ,0.00                          ,"2,500.00                        ",0.00                        ,0.00                  ,19.0,5.0,11.0,8.0,3.0,6.0,1.0,4.0,17.0,13.0,5.0,5.0,1.0,0.0,1.0,23.0,7.0,0.0,0.0,12.0,7.0,0.0,7.0,0.0,550.0,4,Abooikpaagun                                 
G      ,3534,2022,13,1,3/15/2023  ,3/15/2023     ,12,None            ,0.00                          ,0.00                              ,"1,000.00                  ",0.00                  ,1.0,2.0,2.0,9.0,0.0,5.0,0.0,2.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,6.0,6.0,0.0,6.0,4.0,394.0,4,Abooikpaagun                                 
G      ,3278,2021,13,1,1/28/2022  ,1/27/2022     ,8,None            ,0.00                          ,0.00                              ,0.00                        ,0.00                  ,8.0,2.0,2.0,6.0,3.0,7.0,0.0,3.0,16.0,3.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,4,Abooikpaagun                                 
G      ,3729,2023,13,1,12/30/2023 ,12/30/2023    ,13,None            ,0.00                          ,0.00                              ,0.00                        ,0.00                  ,4.0,1.0,6.0,13.0,3.0,3.0,1.0,3.0,13.0,5.0,0.0,5.0,0.0,3.0,1.0,7.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,562.0,4,Abooikpaagun                                 
G      ,3403,2022,18,1,12/22/2022 ,12/21/2022    ,14,None            ,"4,500.00                    ",0.00                              ,0.00                        ,0.00                  ,81.0,13.0,36.0,58.0,19.0,87.0,2.0,11.0,77.0,68.0,17.0,43.0,14.0,6.0,0.0,82.0,18.0,0.0,0.0,98.0,47.0,12.0,44.0,29.0,2735.0,4,Mixti Wanaxe                                 
G      ,3101,2021,18,1,12/15/2021 ,12/14/2021    ,20,Thriving        ,0.00                          ,0.00                              ,0.00                        ,0.00                  ,130.0,17.0,49.0,48.0,30.0,88.0,1.0,11.0,82.0,91.0,17.0,38.0,14.0,2.0,3.0,76.0,12.0,0.0,0.0,95.0,51.0,20.0,32.0,46.0,1743.0,4,Mixti Wanaxe                                 
G      ,2597,2019,18,1,12/21/2019 ,12/20/2019    ,13,None            ,0.00                          ,0.00                              ,0.00                        ,"1,000.00            ",134.0,13.0,56.0,77.0,22.0,104.0,6.0,13.0,83.0,100.0,23.0,39.0,15.0,5.0,4.0,108.0,22.0,67.0,8.0,124.0,68.0,10.0,68.0,25.0,3275.0,4,Mixti Wanaxe                                 
G      ,3698,2023,18,1,12/28/2023 ,12/28/2023    ,16,Thriving        ,"1,500.00                    ","1,500.00                        ",0.00                        ,0.00                  ,56.0,6.0,31.0,64.0,27.0,87.0,0.0,7.0,86.0,52.0,17.0,38.0,10.0,2.0,11.0,63.0,15.0,0.0,0.0,90.0,35.0,9.0,26.0,28.0,1998.0,4,Mixti Wanaxe                                 
G      ,2935,2020,18,1,12/30/2020 ,12/30/2020    ,5,None            ,0.00                          ,0.00                              ,0.00                        ,0.00                  ,85.0,11.0,41.0,35.0,17.0,70.0,5.0,8.0,79.0,33.0,10.0,0.0,0.0,4.0,4.0,73.0,15.0,32.0,4.0,88.0,50.0,0.0,50.0,0.0,444.0,4,Mixti Wanaxe                                 
